226,HP:0000274,Cara pequeña
227,HP:0000275,Cara estrecha
228,HP:0000276,Cara larga
229,HP:0000277,Anomalía de la mandíbula
230,HP:0000278,Retrognatia
231,HP:0000280,Rasgos faciales toscos
232,HP:0000282,Edema facial
233,HP:0000283,Cara ancha
234,HP:0000286,Epicanto
235,HP:0000287,Aumento del tejido adiposo facial
236,HP:0000288,Anomalía del surco nasolabial
237,HP:0000289,Filtro amplio
238,HP:0000290,Anomalía de la frente
239,HP:0000291,Anomalía de tejido adiposo facial
240,HP:0000292,Pérdida de tejido adiposo facial
241,HP:0000293,"Mejillas rellenas, prominentes"
242,HP:0000294,Inserción anterior del cabello baja
243,HP:0000295,Cara de muñeco
244,HP:0000297,Hipotonía facial
245,HP:0000298,Facies de máscara
246,HP:0000300,Rostro ovalado
247,HP:0000301,Anomalía de la musculatura facial
248,HP:0000303,Prognatismo mandibular
249,HP:0000306,Anomalía de la barbilla
250,HP:0000307,"Mentón afilado, barbilla puntiaguda"
251,HP:0000308,Microrretrognatia
252,HP:0000309,Anomalía del tercio medio facial
253,HP:0000311,Cara redonda
254,HP:0000315,Anomalía de la región orbital
255,HP:0000316,Hipertelorismo
256,HP:0000317,Mioquimia facial
257,HP:0000319,Filtro liso
258,HP:0000320,Cara de pájaro
259,HP:0000321,Cara cuadrangular
260,HP:0000322,Surco nasolabial corto
261,HP:0000324,Asimetría facial
262,HP:0000325,Cara triangular
263,HP:0000326,Anomalía del maxilar
264,HP:0000327,Hipoplasia del maxilar
265,HP:0000329,Hemangioma facial
266,HP:0000331,Barbilla corta
267,HP:0000336,Arcos superciliares prominentes
268,HP:0000337,Frente amplia
269,HP:0000338,Cara hipomímica
270,HP:0000339,Facies pugilística
271,HP:0000340,Frente huidiza
272,HP:0000341,Frente estrecha
273,HP:0000343,Filtro largo
274,HP:0000346,Apariencia de estar silbando
275,HP:0000347,Micrognatia
276,HP:0000348,Frente alta
277,HP:0000349,Pico de viuda
278,HP:0000350,Frente pequeña
279,HP:0000356,Anomalía del oído externo
280,HP:0000357,Posición anormal de las orejas
281,HP:0000358,Orejas con aumento de la rotación posterior
282,HP:0000359,Anomalía del oído interno
283,HP:0000360,Tinnitus
284,HP:0000362,Otosclerosis
285,HP:0000363,Anomalía del lóbulo de la oreja
286,HP:0000364,Anomalía de la audición
287,HP:0000365,Discapacidad auditiva/hipoacusia
288,HP:0000366,Anomalía de la nariz
289,HP:0000369,Orejas de implantación baja
290,HP:0000370,Anomalía del oído medio
291,HP:0000371,Otitis media aguda
292,HP:0000372,Anomalía del conducto auditivo
293,HP:0000375,Anomalía de cóclea
294,HP:0000376,Partición incompleta del tipo cóclea II
295,HP:0000377,Anomalía del pabellón auricular
296,HP:0000378,Oreja en taza
297,HP:0000381,Anquilosis del estribo
298,HP:0000383,Anomalía de la región periauricular
299,HP:0000384,Apéndice cutáneo preauricular
300,HP:0000385,Lóbulo de la oreja pequeño
301,HP:0000387,Lóbulo de la oreja ausente
302,HP:0000388,Otitis media
303,HP:0000389,Otitis media crónica
304,HP:0000391,Hélix grueso
305,HP:0000394,Hipoplasia del tercio superior del pabellón auricular
306,HP:0000395,Anti-hélix prominente
307,HP:0000396,Sobreplegamiento del hélix
308,HP:0000399,Discapacidad auditiva/hipoacusia neurosensorial prelingual
309,HP:0000400,Macrotia
310,HP:0000402,Estenosis del conducto auditivo externo
311,HP:0000403,Otitis media recurrente
312,HP:0000405,Discapacidad auditiva/hipoacusia de conducción
313,HP:0000407,Discapacidad auditiva/hipoacusia neurosensorial
314,HP:0000408,Discapacidad auditiva/hipoacusia neurosensorial progresiva
315,HP:0000410,Discapacidad auditiva/hipoacusia mixta
316,HP:0000411,"Oreja prominente, despegada"
317,HP:0000413,Atresia del conducto auditivo externo
318,HP:0000414,Nariz bulbosa
319,HP:0000415,Anomalía de las coanas
320,HP:0000417,Nariz fina
321,HP:0000418,Cresta nasal estrecha
322,HP:0000419,Anomalía del tabique nasal
323,HP:0000420,Tabique nasal corto
324,HP:0000421,Epistaxis
325,HP:0000422,Anomalía del puente nasal
326,HP:0000426,Puente nasal prominente
327,HP:0000429,Anomalía del alas nasales
328,HP:0000430,Alas nasales subdesarrolladas
329,HP:0000431,Puente nasal ancho
330,HP:0000433,Anomalía de la mucosa nasal
331,HP:0000434,Telangiectasia de la mucosa nasal
332,HP:0000436,Anomalía de la punta nasal
333,HP:0000437,Punta nasal deprimido
334,HP:0000444,Cresta nasal convexa
335,HP:0000445,Nariz ancha
336,HP:0000446,Puente nasal estrecho
337,HP:0000447,Nariz en forma de pera
338,HP:0000448,Nariz prominente
339,HP:0000451,Punta de la nariz triangular
340,HP:0000452,Estenosis de coanas
341,HP:0000453,Atresia de coanas
342,HP:0000454,Narinas anchas de forma acampanada
343,HP:0000455,Punta nasal ancho
344,HP:0000456,Punta de la nariz bífida
345,HP:0000457,Cresta nasal deprimido
346,HP:0000458,Anosmia
347,HP:0000460,Nariz estrecha
348,HP:0000463,Narinas antevertidas
349,HP:0000464,Anomalía del cuello
350,HP:0000465,Cuello alado
351,HP:0000466,Movimiento del cuello limitado
352,HP:0000467,Debilidad muscular del cuello
353,HP:0000468,Aumento del tejido adiposo alrededor del cuello
354,HP:0000470,Cuello corto
355,HP:0000471,Angiodisplasia gastrointestinal
356,HP:0000472,Cuello largo
357,HP:0000473,Tortícolis
358,HP:0000474,Engrosamiento de los pliegues cutáneos de la nuca
359,HP:0000475,Cuello ancho
360,HP:0000476,Higroma quístico
361,HP:0000478,Anomalía del ojo
362,HP:0000479,Anomalía de la retina
363,HP:0000480,Coloboma de retina
364,HP:0000481,Anomalía de la córnea
365,HP:0000482,Microcórnea
366,HP:0000483,Astigmatismo
367,HP:0000484,Astigmatismo hipermétrope
368,HP:0000485,Megalocórnea
369,HP:0000486,Estrabismo
370,HP:0000488,Retinopatía
371,HP:0000490,Ojos hundidos
372,HP:0000491,Queratitis
373,HP:0000492,Anomalía del párpado
374,HP:0000493,Anomalía de la fóvea
375,HP:0000494,Hendiduras palpebrales de oblicuidad descendente
376,HP:0000495,Erosiones corneales recurrentes
377,HP:0000496,Anomalía del movimiento ocular
378,HP:0000497,Retracción del globo y desviación en abducción
379,HP:0000498,Blefaritis
380,HP:0000499,Anomalía de las pestañas
381,HP:0000501,Glaucoma
382,HP:0000502,Anomalía de la conjuntiva
383,HP:0000503,Tortuosidad de los vasos conjuntivales
384,HP:0000504,Alteración de la visión
385,HP:0000505,Deficiencia visual
386,HP:0000506,Telecanto
387,HP:0000508,Ptosis
388,HP:0000509,Conjuntivitis
389,HP:0000510,Retinitis pigmentosa
390,HP:0000511,Parálisis supranuclear vertical
391,HP:0000512,Electrorretinograma anormal
392,HP:0000514,Movimientos oculares sacádicos lentos
393,HP:0000517,Anomalía del cristalino
394,HP:0000518,Catarata
395,HP:0000519,Catarata congénita
396,HP:0000520,Proptosis
397,HP:0000522,Alacrimia
398,HP:0000523,Catarata subcapsular
399,HP:0000524,Telangiectasia conjuntival
400,HP:0000525,Anomalía del iris
401,HP:0000526,Aniridia
402,HP:0000527,Pestañas largas
403,HP:0000528,Anoftalmia
404,HP:0000529,Pérdida visual progresiva
405,HP:0000531,Cristales corneales
406,HP:0000532,Anomalía coriorretiniana
407,HP:0000533,Atrofia coriorretiniana
408,HP:0000534,Anomalía de la ceja
409,HP:0000537,Epicanto inverso
410,HP:0000538,Pseudopapiledema
411,HP:0000539,Alteración de refracción
412,HP:0000540,Hipermetropía
413,HP:0000541,Desprendimiento de retina
414,HP:0000542,Aducción ocular alterada
415,HP:0000543,Palidez del disco óptico
416,HP:0000544,Oftalmoplejia externa
417,HP:0000545,Miopía
418,HP:0000546,Degeneración de retina
419,HP:0000548,Distrofia de conos y bastones
420,HP:0000549,Movimiento conjugado ocular anormal
421,HP:0000550,Electrorretinograma (ERG) abolido
422,HP:0000551,Anomalía de la visión de color
423,HP:0000552,TritAnomalía
424,HP:0000553,Anomalía de la úvea
425,HP:0000554,Uveítis
426,HP:0000555,Leucocoria
427,HP:0000556,Distrofia de retina
428,HP:0000557,Buftalmos
429,HP:0000558,Anomalía de Rieger
430,HP:0000559,Cicatrización de la córnea
431,HP:0000561,Ausencia de pestañas
432,HP:0000563,Queratocono
433,HP:0000564,Atresia del conducto lacrimal
434,HP:0000565,Esotropia
435,HP:0000567,Coloboma coriorretiniano
436,HP:0000568,Microftalmos
437,HP:0000570,Alteración de los movimientos oculares sacádicos
438,HP:0000571,Movimientos sacádicos hipométricos
439,HP:0000572,Pérdida visual
440,HP:0000573,Hemorragia retiniana
441,HP:0000574,Ceja gruesa
442,HP:0000575,Escotoma
443,HP:0000576,Escotoma centrocecal
444,HP:0000577,Exotropia
445,HP:0000579,Obstrucción del conducto nasolacrimal
446,HP:0000580,Retinopatía pigmentaria
447,HP:0000581,Blefarofimosis
448,HP:0000582,Hendidura palpebral ascendente
449,HP:0000584,Erosión punctata del epitelio corneal
450,HP:0000585,Queratopatía en banda
451,HP:0000586,Orbitas poco profundas
452,HP:0000587,Anomalía del nervio óptico
453,HP:0000588,Coloboma del nervio óptico
454,HP:0000589,Coloboma
455,HP:0000590,Oftalmoplejia externa progresiva
456,HP:0000591,Anomalía de la esclerótica
457,HP:0000592,Escleróticas azules
458,HP:0000593,Alteración de movimientos oculares sacádicos de la cámara anterior
459,HP:0000594,Cámara anterior poco profunda
460,HP:0000597,Oftalmoparesia
461,HP:0000598,Anomalía de la oreja
462,HP:0000599,Anomalía de la línea de implantación frontal
463,HP:0000600,Anomalía de la faringe
464,HP:0000601,Hipotelorismo
465,HP:0000602,Oftalmoplegia
466,HP:0000603,Escotoma central
467,HP:0000605,Parálisis supranuclear
468,HP:0000606,Anomalía de la región periorbitaria
469,HP:0000607,Arrugas periorbitarias
470,HP:0000608,Degeneración macular
471,HP:0000609,Hipoplasia del nervio óptico
472,HP:0000610,Anomalía de la coroides
473,HP:0000612,Coloboma del iris
474,HP:0000613,Fotofobia
475,HP:0000614,Anomalía del sistema nasolacrimal
476,HP:0000615,Anomalía de la pupila
477,HP:0000616,Miosis
478,HP:0000617,Alteración del seguimiento ocular
479,HP:0000618,Ceguera
480,HP:0000619,Deterioro de convergencia
481,HP:0000620,Dacriocistitis
482,HP:0000621,Entropion
483,HP:0000622,Visión borrosa
484,HP:0000623,Oftalmoplejia supranuclear
485,HP:0000625,hendidura del párpado
486,HP:0000627,Embriotoxon posterior
487,HP:0000629,Relleno periorbitario
488,HP:0000630,Anomalía de las arterias de la retina
489,HP:0000631,Tortuosidad arterial retiniana
490,HP:0000632,Alteración del lagrimeo
491,HP:0000633,Disminución del lagrimeo
492,HP:0000634,Abducción ocular alterada
493,HP:0000635,Iris azul
494,HP:0000636,Coloboma del párpado superior
495,HP:0000637,Hendidura palpebral larga
496,HP:0000639,Nistagmo
497,HP:0000640,Nistagmo evocado (Gaze)
498,HP:0000641,Movimientos sacádicos dismétricos
499,HP:0000642,Discromatopsia rojo-verde
500,HP:0000643,Blefaroespasmo
501,HP:0000646,Ambliopía
502,HP:0000647,Esclerocórnea
503,HP:0000648,Atrofia óptica
504,HP:0000649,Alteración de los potenciales evocados visuales
505,HP:0000650,Amplitud reducida de los patrones en los potenciales evocados visuales
506,HP:0000651,Diplopia
507,HP:0000652,Coloboma del párpado inferior
508,HP:0000653,Pestañas escasas
509,HP:0000654,Disminución de la amplitud en electrorretinograma (ERG)
510,HP:0000656,Ectropion o eversión del párpado
511,HP:0000657,Apraxia oculomotora
512,HP:0000658,Apraxia del párpado
513,HP:0000659,Anomalía de Peters
514,HP:0000660,Lipemia retiniana
515,HP:0000661,Estrechamiento de la hendidura palpebral en aducción
516,HP:0000662,Ceguera nocturna (nictalopia)
517,HP:0000664,Sinofridia
518,HP:0000666,Nistagmo horizontal
519,HP:0000667,Ptisis bulbi
520,HP:0000668,Hipodoncia
521,HP:0000670,Dientes cariados
522,HP:0000674,Anodoncia
523,HP:0000675,Macrodoncia del incisivo central superior permanente
524,HP:0000676,Anomalía del incisivo
525,HP:0000677,Oligodoncia
526,HP:0000678,Apiñamiento dental
527,HP:0000679,Taurodoncia
528,HP:0000680,Retraso en la erupción de los dientes primarios
529,HP:0000682,Anomalía del esmalte dental
530,HP:0000683,Esmalte dental grisáceo o descolorido
531,HP:0000684,Retraso en la erupción de los dientes
532,HP:0000685,Hipoplasia de los dientes
533,HP:0000687,Dientes separados
534,HP:0000689,Maloclusión dental
535,HP:0000690,Agenesia del incisivo lateral superior
536,HP:0000691,Microdoncia
537,HP:0000692,Dientes mal alineados
538,HP:0000694,Dientes en concha
539,HP:0000695,Diente natal
540,HP:0000696,Retraso en la erupción de los dientes permanentes
541,HP:0000698,Diente cónico
542,HP:0000699,Diastema
543,HP:0000700,Radiolucencia periapical
544,HP:0000703,Dentinogénesis imperfecta
545,HP:0000704,Periodontitis
546,HP:0000705,Amelogénesis imperfecta
547,HP:0000706,Diente incluido
548,HP:0000707,Anomalía del sistema nervioso
549,HP:0000708,Alteración comportamental
550,HP:0000709,Psicosis
551,HP:0000710,Hiperoralidad
552,HP:0000711,Inquietud
553,HP:0000712,Labilidad emocional
554,HP:0000713,Agitación
555,HP:0000716,Depresión
556,HP:0000717,Autismo
557,HP:0000718,Comportamiento agresivo
558,HP:0000719,Comportamiento inadecuado
559,HP:0000721,Falta de juego espontáneo
560,HP:0000722,Comportamiento obsesivo-compulsivo
561,HP:0000723,Comportamientos limitados repetitivos
562,HP:0000725,Episodios psicóticos
563,HP:0000726,Demencia
564,HP:0000727,Demencia del lóbulo frontal
565,HP:0000728,Alteración para la habilidad de establecer relaciones con compañeros
566,HP:0000729,Comportamiento autista
567,HP:0000732,Inflexibilidad para adherirse a rutinas o rituales
568,HP:0000733,Comportamiento estereottipado
569,HP:0000734,Desinhibición
570,HP:0000736,Período de atención cortos
571,HP:0000737,Irritabilidad
572,HP:0000738,Alucinaciones
573,HP:0000739,Ansiedad
574,HP:0000740,Ansiedad (presencia de feocromocitoma)
575,HP:0000741,Apatía
576,HP:0000742,Automutilación
577,HP:0000743,Signos de liberación frontal
578,HP:0000744,Baja tolerancia a la frustración
579,HP:0000745,Disminución de la motivación
580,HP:0000746,Delirios
581,HP:0000748,Risa inapropiada
582,HP:0000749,Episodios paroxísticos de risa
583,HP:0000750,Retraso del lenguaje y la comunicación
584,HP:0000751,Cambios en la personalidad
585,HP:0000752,Hiperactividad
586,HP:0000753,Autismo con capacidad cognitiva alta
587,HP:0000756,Agorafobia
588,HP:0000757,Falta de visión
589,HP:0000758,Deterioro de la capacidad de usar comportamientos no verbales
590,HP:0000759,Anomalía del sistema nervioso periférico
591,HP:0000762,Disminución en la velocidad de conducción nerviosa
592,HP:0000763,Neuropatía sensorial
593,HP:0000764,Degeneración axonal periférica
594,HP:0000765,Anomalía del tórax
595,HP:0000766,Anomalía del esternón
596,HP:0000767,Pectus excavatum
597,HP:0000768,Pectus carinatum
598,HP:0000769,Anomalía de la mama
599,HP:0000771,Ginecomastia
600,HP:0000772,Anomalía de las costillas
601,HP:0000773,Costillas cortas
602,HP:0000774,Tórax estrecho
603,HP:0000775,Anomalía del diafragma
604,HP:0000776,Hernia diafragmática congénita
605,HP:0000777,Anomalía del timo
606,HP:0000778,Hipoplasia del timo
607,HP:0000782,Anomalía de la escápula
608,HP:0000786,Amenorrea primaria
609,HP:0000787,Litiasis renal
610,HP:0000789,Infertilidad
611,HP:0000790,Hematuria
612,HP:0000791,Nefrolitiasis por ácido úrico
613,HP:0000793,Glomerulonefritis membranoproliferativa
614,HP:0000794,Deposición en el glomérulo de iga
615,HP:0000795,Anomalía de la uretra
616,HP:0000796,Obstrucción uretral
617,HP:0000798,Oligospermia
618,HP:0000799,Esteatosis renal
619,HP:0000800,Displasia renal quística
620,HP:0000802,Impotencia
621,HP:0000803,Quistes corticales renales
622,HP:0000804,Nefrolitiasis xantina
623,HP:0000805,Enuresis
624,HP:0000807,Hipospadia glandular
625,HP:0000808,Hipospadias penoescrotal
626,HP:0000809,Atresia de las vías urinarias
627,HP:0000811,Genitales externos anormales
628,HP:0000812,Genitales internos anormales
629,HP:0000813,Útero bicorne
630,HP:0000815,Hipogonadismo hipergonadotrópico
631,HP:0000816,Anomalía del metabolismo de la acetilcarnitina
632,HP:0000817,Pobre contacto visual
633,HP:0000818,Alteración del sistema endocrino
634,HP:0000819,Diabetes mellitus
635,HP:0000820,Alteración de la glándula tiroides
636,HP:0000821,Hipotiroidismo
637,HP:0000822,Hipertensión
638,HP:0000823,Retraso puberal
639,HP:0000824,Déficit de hormona de crecimiento
640,HP:0000825,Hipoglucemia hiperinsulinémica
641,HP:0000826,Pubertad precoz
642,HP:0000828,Alteración de la glándula paratiroides
643,HP:0000829,Hipoparatiroidismo
644,HP:0000830,Hipopituitarismo anterior
645,HP:0000831,Diabetes mellitus resistente a insulina
646,HP:0000832,Hipotiroidismo primario
647,HP:0000834,Alteración de las glándulas suprarrenales
648,HP:0000835,Hipoplasia suprarrenal
649,HP:0000836,Hipertiroidismo
650,HP:0000837,Exceso de gonadotropina
651,HP:0000839,Enanismo hipofisario
652,HP:0000840,Síndrome adrenogenital
653,HP:0000841,Sistema renina-angiotensina hiperactivo
654,HP:0000842,Hiperinsulinemia
655,HP:0000843,Hiperparatiroidismo
656,HP:0000845,Exceso de hormona del crecimiento
657,HP:0000846,Insuficiencia suprarrenal
658,HP:0000847,Alteración del sistema renina-angiotensina
659,HP:0000848,Aumento del nivel circulante de renina
660,HP:0000849,Alteración de la corteza suprarrenal
661,HP:0000851,Hipotiroidismo congénito
662,HP:0000852,Pseudohipoparatiroidismo
663,HP:0000853,Bocio
664,HP:0000854,Adenoma tiroideo
665,HP:0000855,Resistencia a la insulina
666,HP:0000857,Diabetes mellitus neonatal insulino-dependiente
667,HP:0000858,Irregularidades menstruales
668,HP:0000859,Hiperaldosteronismo
669,HP:0000860,Hipoplasia paratiroidea
670,HP:0000863,Diabetes insípida central
671,HP:0000864,Alteración del eje hipotálamo-hipofisario
672,HP:0000866,Bocio multinodular eutiroideo
673,HP:0000867,Hiperparatiroidismo secundario
674,HP:0000868,Disminución de la fertilidad en las mujeres
675,HP:0000869,Amenorrea secundaria
676,HP:0000870,Exceso de prolactina
677,HP:0000871,Panhipopituitarismo
678,HP:0000872,Tiroiditis de Hashimoto
679,HP:0000873,Diabetes insípida
680,HP:0000875,Hipertensión episódica
681,HP:0000876,Oligomenorrea
682,HP:0000877,Diabetes mellitus resistente a insulina en la pubertad
683,HP:0000878,Once pares de costillas
684,HP:0000879,Esternón corto
685,HP:0000882,Escápulas hipoplásicas
686,HP:0000883,Costillas delgadas
687,HP:0000884,Esternón prominente
688,HP:0000885,Costillas anchas
689,HP:0000886,Caja torácica deforme
690,HP:0000887,Costillas con extremos en copas
